instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5984,2011-09-11,3,0,9,20,0,0,0,1,0.62,0.5909,0.73,0.1045,65,161,226
16506,2012-11-25,4,1,11,11,0,0,0,2,0.26,0.2576,0.41,0.2239,49,155,204
7731,2011-11-23,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163
16418,2012-11-21,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243
1836,2011-03-22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12
17106,2012-12-20,4,1,12,12,0,4,1,2,0.36,0.3485,0.53,0.1642,31,181,212
8576,2011-12-29,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3
6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217
11044,2012-04-10,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,16,368,384
16584,2012-11-28,4,1,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,563
14492,2012-09-01,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,22,146,168
4563,2011-07-14,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32,46
13962,2012-08-09,3,1,8,22,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259
13669,2012-07-28,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,199,280,479
9675,2012-02-13,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,6,6
6320,2011-09-25,4,0,9,21,0,0,0,1,0.62,0.5455,0.94,0.0896,24,113,137
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,107,193,300
3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53
7869,2011-11-29,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66
14337,2012-08-25,3,1,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,186,331,517
8941,2012-01-13,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,10,204,214
16393,2012-11-20,4,1,11,18,0,2,1,2,0.4,0.4091,0.66,0.0896,16,534,550
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71
1353,2011-03-01,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0.0,7,57,64
12316,2012-06-02,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,30,180,210
13670,2012-07-28,3,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,151,330,481
6012,2011-09-13,3,0,9,1,0,2,1,1,0.58,0.5455,0.83,0.1045,4,6,10
615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62
4048,2011-06-22,3,0,6,13,0,3,1,2,0.82,0.7879,0.56,0.2537,34,113,147
12642,2012-06-15,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321
2753,2011-04-29,2,0,4,14,0,5,1,1,0.6,0.6212,0.35,0.3284,58,190,248
3313,2011-05-22,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,35,86,121
17276,2012-12-27,1,1,12,16,0,4,1,2,0.26,0.2424,0.52,0.2836,23,151,174
14592,2012-09-05,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5
6841,2011-10-17,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166
16502,2012-11-25,4,1,11,7,0,0,0,2,0.22,0.2424,0.51,0.1045,2,19,21
13071,2012-07-03,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95
10059,2012-02-29,1,1,2,3,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123
3176,2011-05-17,2,0,5,5,0,2,1,3,0.52,0.5,0.94,0.2537,0,22,22
3565,2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139
12324,2012-06-02,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,275,369,644
1280,2011-02-26,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0.0,26,100,126
13570,2012-07-24,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,48,196,244
707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108
16834,2012-12-09,4,1,12,4,0,0,0,2,0.4,0.4091,0.94,0.1045,1,11,12
7943,2011-12-02,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170
15598,2012-10-17,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16
1810,2011-03-21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6
14404,2012-08-28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693
10453,2012-03-16,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107
1881,2011-03-24,2,0,3,3,0,4,1,2,0.28,0.2727,1.0,0.194,1,0,1
5033,2011-08-02,3,0,8,14,0,2,1,1,0.9,0.7727,0.25,0.2836,45,114,159
14968,2012-09-20,3,1,9,20,0,4,1,1,0.56,0.5303,0.64,0.1343,57,360,417
14327,2012-08-25,3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,7,31,38
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20
5088,2011-08-04,3,0,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211
14845,2012-09-15,3,1,9,17,0,6,0,2,0.66,0.6212,0.36,0.2537,295,434,729
562,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68
11574,2012-05-02,2,1,5,10,0,3,1,2,0.58,0.5455,0.83,0.1045,28,147,175
7915,2011-12-01,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93
10549,2012-03-20,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124
5905,2011-09-08,3,0,9,13,0,4,1,2,0.68,0.6364,0.83,0.3881,14,112,126
10704,2012-03-27,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7
2159,2011-04-04,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278
4441,2011-07-08,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169
11113,2012-04-13,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21
3304,2011-05-22,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,180,275,455
4074,2011-06-23,3,0,6,15,0,4,1,2,0.76,0.697,0.52,0.3582,62,127,189
1322,2011-02-28,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255
11212,2012-04-17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673
15937,2012-11-01,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689
11305,2012-04-21,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1
1439,2011-03-05,1,0,3,5,0,6,0,2,0.3,0.303,1.0,0.1343,0,3,3
13415,2012-07-18,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,2,2,4
7653,2011-11-20,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286
12563,2012-06-12,2,1,6,15,0,2,1,3,0.66,0.5909,0.89,0.194,22,94,116
9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,26,157,183
5754,2011-09-02,3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,2,2,4
6322,2011-09-25,4,0,9,23,0,0,0,2,0.62,0.5455,0.94,0.1045,12,67,79
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12,128,140
13092,2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389
1545,2011-03-09,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194
5197,2011-08-09,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144
6337,2011-09-26,4,0,9,14,0,1,1,1,0.7,0.6515,0.7,0.1642,44,110,154
573,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5
13972,2012-08-10,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119
6870,2011-10-18,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317
7770,2011-11-25,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74
1839,2011-03-22,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336
7039,2011-10-25,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201
3473,2011-05-29,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,183,168,351
14224,2012-08-20,3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,30,231,261
2056,2011-03-31,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90
13529,2012-07-22,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345
4301,2011-07-03,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
17204,2012-12-24,1,1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239,6,27,33
15791,2012-10-25,4,1,10,3,0,4,1,2,0.52,0.5,0.88,0.1343,0,8,8
11224,2012-04-17,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402
7517,2011-11-14,4,0,11,19,0,1,1,1,0.6,0.6212,0.53,0.2985,28,274,302
710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36
3967,2011-06-19,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17
10904,2012-04-04,2,1,4,11,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213
16396,2012-11-20,4,1,11,21,0,2,1,1,0.36,0.3788,0.71,0.0,14,143,157
1679,2011-03-15,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,23,74,97
15144,2012-09-28,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12
15643,2012-10-18,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.0,6,111,117
1514,2011-03-08,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71
2628,2011-04-24,2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,73,104,177
12473,2012-06-08,2,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339
2705,2011-04-27,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,29,119,148
10956,2012-04-06,2,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,218,319,537
16767,2012-12-06,4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276
16636,2012-11-30,4,1,11,22,0,5,1,1,0.3,0.3333,0.75,0.0,18,145,163
17161,2012-12-22,1,1,12,19,0,6,0,1,0.24,0.2121,0.48,0.3582,9,51,60
7290,2011-11-05,4,0,11,8,0,6,0,1,0.28,0.2576,0.56,0.3284,4,80,84
8177,2011-12-12,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,385
13214,2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872
15483,2012-10-12,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392
13935,2012-08-08,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686
1896,2011-03-24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214
17097,2012-12-20,4,1,12,3,0,4,1,2,0.3,0.3182,0.7,0.0896,1,3,4
3244,2011-05-20,2,0,5,1,0,5,1,1,0.46,0.4545,1.0,0.0,8,17,25
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233
2668,2011-04-26,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,16,5,21
1820,2011-03-21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112
8254,2011-12-15,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,14,150,164
7063,2011-10-26,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,17,140,157
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,73,118,191
16290,2012-11-16,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218
1143,2011-02-20,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55
11659,2012-05-05,2,1,5,23,0,6,0,2,0.56,0.5303,0.83,0.2836,35,114,149
4055,2011-06-22,3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,52,230,282
7501,2011-11-14,4,0,11,3,0,1,1,1,0.44,0.4394,0.67,0.2836,4,3,7
6206,2011-09-21,3,0,9,3,0,3,1,2,0.54,0.5152,0.94,0.0896,0,6,6
5024,2011-08-02,3,0,8,5,0,2,1,1,0.66,0.6212,0.74,0.1343,4,17,21
13209,2012-07-09,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255
705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0.0,4,172,176
10735,2012-03-28,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314
12340,2012-06-03,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,30,110,140
11157,2012-04-15,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106
2639,2011-04-24,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,34,71,105
592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
14819,2012-09-14,3,1,9,15,0,5,1,2,0.72,0.6667,0.48,0.1343,94,273,367
5664,2011-08-29,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115
10986,2012-04-07,2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.194,75,159,234
4984,2011-07-31,3,0,7,13,0,0,0,1,0.9,0.7727,0.24,0.1343,142,152,294
7776,2011-11-25,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272
16050,2012-11-06,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230
8461,2011-12-24,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83
2177,2011-04-05,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56
15133,2012-09-27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905
751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78
8593,2011-12-29,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135
14163,2012-08-18,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64
5825,2011-09-05,3,0,9,3,1,1,0,2,0.68,0.6364,0.74,0.2985,4,12,16
15045,2012-09-24,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18
822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157
1804,2011-03-20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46,67
9804,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205
812,2011-02-06,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1
3811,2011-06-12,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350
16147,2012-11-10,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0.0,258,348,606
1502,2011-03-07,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35
4295,2011-07-02,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284
2838,2011-05-03,2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,0,2,2
13998,2012-08-11,3,1,8,10,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407
9463,2012-02-04,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6
16621,2012-11-30,4,1,11,7,0,5,1,1,0.22,0.2727,0.8,0.0,6,346,352
7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151
6885,2011-10-19,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149
1123,2011-02-19,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119
12470,2012-06-08,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723
670,2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8
3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170
6718,2011-10-12,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120
10732,2012-03-28,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115
14264,2012-08-22,3,1,8,12,0,3,1,1,0.74,0.6667,0.51,0.0,59,253,312
10832,2012-04-01,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360
1605,2011-03-12,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,53
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87
15724,2012-10-22,4,1,10,8,0,1,1,1,0.44,0.4394,0.67,0.0,32,696,728
7822,2011-11-27,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256
13333,2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458
10922,2012-04-05,2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29
16925,2012-12-12,4,1,12,23,0,3,1,2,0.28,0.2727,0.56,0.2239,3,76,79
16420,2012-11-21,4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0.0,8,97,105
1370,2011-03-02,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256
13695,2012-07-29,3,1,7,19,0,0,0,1,0.76,0.697,0.55,0.1642,143,300,443
87,2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182
13527,2012-07-22,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,180,342,522
1638,2011-03-13,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,55,92,147
4938,2011-07-29,3,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,40,129,169
9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171
6746,2011-10-13,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128,155
15125,2012-09-27,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,30,305,335
5146,2011-08-07,3,0,8,7,0,0,0,1,0.7,0.6667,0.84,0.194,11,28,39
1291,2011-02-26,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46
15954,2012-11-02,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204
71,2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
6309,2011-09-25,4,0,9,10,0,0,0,2,0.64,0.5758,0.83,0.0,85,190,275
2867,2011-05-04,2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,5,74,79
16245,2012-11-14,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181
13064,2012-07-03,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272
1399,2011-03-03,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62,111,173
13706,2012-07-30,3,1,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155,161
12793,2012-06-22,3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38
12789,2012-06-22,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31
2908,2011-05-06,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32
15089,2012-09-25,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,34,263,297
5493,2011-08-21,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311
14561,2012-09-03,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184
2721,2011-04-28,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86
1848,2011-03-22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307
13657,2012-07-28,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,14
5744,2011-09-01,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531
13862,2012-08-05,3,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14
5070,2011-08-04,3,0,8,3,0,4,1,3,0.66,0.5909,0.94,0.0896,0,3,3
8148,2011-12-11,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,19
4621,2011-07-16,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322
11665,2012-05-06,2,1,5,5,0,0,0,3,0.52,0.5,0.83,0.1642,1,10,11
15787,2012-10-24,4,1,10,23,0,3,1,2,0.58,0.5455,0.68,0.0896,12,111,123
10441,2012-03-16,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3
16220,2012-11-13,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218
10867,2012-04-02,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123
5531,2011-08-23,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0.0,43,461,504
5735,2011-09-01,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207
15880,2012-10-28,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,51,55
3899,2011-06-16,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388
608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
5853,2011-09-06,3,0,9,8,0,2,1,3,0.54,0.5152,0.83,0.3881,15,349,364
8282,2011-12-16,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836,13,352,365
4927,2011-07-29,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,2,4,6
16184,2012-11-12,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30
9327,2012-01-29,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288
9746,2012-02-16,1,1,2,0,0,4,1,2,0.3,0.303,0.7,0.1343,1,22,23
14993,2012-09-21,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312
5820,2011-09-04,3,0,9,22,0,0,0,2,0.72,0.697,0.74,0.2836,70,85,155
2303,2011-04-10,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131
8773,2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447
11050,2012-04-10,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283
8348,2011-12-19,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127
10480,2012-03-17,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560
2844,2011-05-03,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,29,157,186
5525,2011-08-23,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6
16141,2012-11-10,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16
15351,2012-10-06,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,102,239,341
1504,2011-03-08,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10
2389,2011-04-14,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89
7165,2011-10-31,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3
16007,2012-11-04,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,149,300,449
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10
10692,2012-03-26,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217
749,2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47
10656,2012-03-25,2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,6,29,35
3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19
3325,2011-05-23,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,49,72,121
10902,2012-04-04,2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363
16490,2012-11-24,4,1,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,83
14775,2012-09-12,3,1,9,19,0,3,1,1,0.64,0.6212,0.5,0.194,78,557,635
15887,2012-10-30,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124
4274,2011-07-01,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140
15914,2012-10-31,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14
5583,2011-08-25,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0.0,9,32,41
13444,2012-07-19,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657
9667,2012-02-12,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,4,83,87
16451,2012-11-23,4,1,11,4,0,5,1,1,0.24,0.2576,0.75,0.1045,1,3,4
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275
4408,2011-07-07,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155
9078,2012-01-19,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4,4
